name,slug,homepage,version,active_installs,path
"Mail Bank &#8211; #1 Mail SMTP Plugin for WordPress",wp-mail-bank,https://tech-banker.com/wp-mail-bank/,4.0.14,40000,plugins/zip/36/wp-mail-bank/wp-mail-bank.zip
"Real Testimonials",testimonial-free,https://shapedplugin.com/real-testimonials/?ref=1,2.5.3,40000,plugins/zip/3/testimonial-free/testimonial-free.zip
"Element Pack Lite &#8211; Addons for Elementor",bdthemes-element-pack-lite,http://elementpack.pro/,4.0.0,40000,plugins/zip/47/bdthemes-element-pack-lite/bdthemes-element-pack-lite.zip
"External Links in New Window / New Tab",open-external-links-in-a-new-window,https://wordpress.org/extend/plugins/open-external-links-in-a-new-window/,1.42,40000,plugins/zip/19/open-external-links-in-a-new-window/open-external-links-in-a-new-window.zip
"ACF to REST API",acf-to-rest-api,http://github.com/airesvsg/acf-to-rest-api,3.3.3,40000,plugins/zip/5/acf-to-rest-api/acf-to-rest-api.zip
"Carousel Slider",carousel-slider,https://wordpress.org/plugins/carousel-slider,2.0.10,40000,plugins/zip/44/carousel-slider/carousel-slider.zip
"Gravity Forms Zero Spam",gravity-forms-zero-spam,https://gravityview.co?utm_source=plugin&utm_campaign=zero-spam&utm_content=pluginuri,1.2.1,40000,plugins/zip/49/gravity-forms-zero-spam/gravity-forms-zero-spam.zip
"Auto Image Attributes From Filename With Bulk Updater (Add Alt Text, Image Title For Image SEO)",auto-image-attributes-from-filename-with-bulk-updater,https://imageattributespro.com/?utm_source=plugin-header&utm_medium=plugin-uri,3.1,40000,plugins/zip/38/auto-image-attributes-from-filename-with-bulk-updater/auto-image-attributes-from-filename-with-bulk-updater.zip
"Ditty (formerly Ditty News Ticker)",ditty-news-ticker,https://www.metaphorcreations.com/ditty,3.0.18,40000,plugins/zip/24/ditty-news-ticker/ditty-news-ticker.zip
"Font Awesome 4 Menus",font-awesome-4-menus,https://www.newnine.com/plugins/font-awesome-4-menus,4.7.0,40000,plugins/zip/25/font-awesome-4-menus/font-awesome-4-menus.zip
"Web Stories",web-stories,https://wp.stories.google/,1.19.0,40000,plugins/zip/11/web-stories/web-stories.zip
"AntiVirus",antivirus,https://antivirus.pluginkollektiv.org,1.4.3,40000,plugins/zip/88/antivirus/antivirus.zip
"Theme Check",theme-check,https://github.com/WordPress/theme-check/,20211203,40000,plugins/zip/86/theme-check/theme-check.zip
"jQuery Smooth Scroll",jquery-smooth-scroll,https://www.digitalliberation.org/plugins/jquery-smooth-scroll/?utm_source=plugin&utm_medium=link&utm_campaign=jss_plugin_link,1.4.5,30000,plugins/zip/46/jquery-smooth-scroll/jquery-smooth-scroll.zip
"WP101 Video Tutorial Plugin",wp101,https://wp101plugin.com,5.3,30000,plugins/zip/26/wp101/wp101.zip
"WP Shamsi &#8211; افزونه تاریخ شمسی و فارسی ساز وردپرس",wp-shamsi,https://wpvar.com/wp-shamsi,4.1.1,30000,plugins/zip/29/wp-shamsi/wp-shamsi.zip
"Social LikeBox &amp; Feed",facebook-by-weblizar,https://www.weblizar.com/plugins/,3.0.0,30000,plugins/zip/75/facebook-by-weblizar/facebook-by-weblizar.zip
"Klarna Payments for WooCommerce",klarna-payments-for-woocommerce,https://krokedil.com/klarna-payments/,2.8.1,30000,plugins/zip/54/klarna-payments-for-woocommerce/klarna-payments-for-woocommerce.zip
"Italy Cookie Choices (for EU Cookie Law &amp; Cookie Notice)",italy-cookie-choices,https://github.com/ItalyCookieChoices/italy-cookie-choices,2.5.3,30000,plugins/zip/70/italy-cookie-choices/italy-cookie-choices.zip
"Meks Easy Ads Widget",meks-easy-ads-widget,http://mekshq.com,2.0.5,30000,plugins/zip/7/meks-easy-ads-widget/meks-easy-ads-widget.zip
"Speed Booster Pack ⚡ PageSpeed Optimization Suite",speed-booster-pack,https://speedboosterpack.com,4.4.1.1,30000,plugins/zip/27/speed-booster-pack/speed-booster-pack.zip
"Appointment Hour Booking &#8211; WordPress Booking Plugin",appointment-hour-booking,https://apphourbooking.dwbooster.com,1.3.49,30000,plugins/zip/30/appointment-hour-booking/appointment-hour-booking.zip
"weForms &#8211; Easy Drag &amp; Drop Contact Form Builder For WordPress",weforms,https://weformspro.com/,1.6.13,30000,plugins/zip/78/weforms/weforms.zip
"WordPress Simple PayPal Shopping Cart",wordpress-simple-paypal-shopping-cart,https://www.tipsandtricks-hq.com/wordpress-simple-paypal-shopping-cart-plugin-768,4.5.7,30000,plugins/zip/6/wordpress-simple-paypal-shopping-cart/wordpress-simple-paypal-shopping-cart.zip
"News &amp; Blog Designer Pack &#8211; WordPress Blog Plugin",blog-designer-pack,https://premium.infornweb.com/news-blog-designer-pack-pro/,2.3.1,30000,plugins/zip/49/blog-designer-pack/blog-designer-pack.zip
"Essential Widgets",essential-widgets,https://catchplugins.com/plugins/essential-widgets/,2.0,30000,plugins/zip/63/essential-widgets/essential-widgets.zip
"Bootstrap Shortcodes for WordPress",bootstrap-3-shortcodes,https://github.com/MWDelaney/bootstrap-shortcodes,3.3.12,30000,plugins/zip/69/bootstrap-3-shortcodes/bootstrap-3-shortcodes.zip
"Catch Gallery",catch-gallery,https://catchplugins.com/plugins/catch-gallery/,1.8,30000,plugins/zip/88/catch-gallery/catch-gallery.zip
"Custom Icons for Elementor",custom-icons-for-elementor,,0.3.1,30000,plugins/zip/62/custom-icons-for-elementor/custom-icons-for-elementor.zip
"Easy Appointments",easy-appointments,https://easy-appointments.net/,3.9.3,30000,plugins/zip/2/easy-appointments/easy-appointments.zip
"Posts in Page",posts-in-page,https://ivycat.com/wordpress/wordpress-plugins/posts-in-page/,1.4.4,30000,plugins/zip/25/posts-in-page/posts-in-page.zip
"WooCommerce Colors",woocommerce-colors,http://wordpress.org/plugins/woocommerce-colors/,1.0.7,30000,plugins/zip/66/woocommerce-colors/woocommerce-colors.zip
"My Calendar",my-calendar,http://www.joedolson.com/my-calendar/,3.3.11,30000,plugins/zip/9/my-calendar/my-calendar.zip
"Social Gallery and Widget",catch-instagram-feed-gallery-widget,http://wordpress.org/plugins/catch-instagram-feed-gallery-widget,2.3.1,30000,plugins/zip/2/catch-instagram-feed-gallery-widget/catch-instagram-feed-gallery-widget.zip
"IP Geo Block",ip-geo-block,https://wordpress.org/plugins/ip-geo-block/,3.0.17.4,30000,plugins/zip/53/ip-geo-block/ip-geo-block.zip
"No Right Click Images Plugin",no-right-click-images-plugin,https://www.kpgraham.com,3.6,30000,plugins/zip/18/no-right-click-images-plugin/no-right-click-images-plugin.zip
"Uber Login Logo",uber-login-logo,http://www.uberweb.com.au/uber-login-logo-wordpress-plugin/,1.5.1,30000,plugins/zip/56/uber-login-logo/uber-login-logo.zip
"Hide My Site",hide-my-site,,2.1,30000,plugins/zip/86/hide-my-site/hide-my-site.zip
"WP-LESS",wp-less,http://wordpress.org/extend/plugins/wp-less/,1.9.3-3,30000,plugins/zip/59/wp-less/wp-less.zip
"WP Dashboard Notes",wp-dashboard-notes,https://wordpress.org/plugins/wp-dashboard-notes/,1.0.10,30000,plugins/zip/61/wp-dashboard-notes/wp-dashboard-notes.zip
"Easing Slider",easing-slider,http://easingslider.com/,3.0.8,30000,plugins/zip/20/easing-slider/easing-slider.zip
"jQuery Pin It Button for Images",jquery-pin-it-button-for-images,https://highfiveplugins.com/jpibfi/jquery-pin-it-button-for-images-documentation/,3.0.6,30000,plugins/zip/23/jquery-pin-it-button-for-images/jquery-pin-it-button-for-images.zip
"BetterDocs &#8211; Best Documentation &amp; Knowledge Base Plugin",betterdocs,https://betterdocs.co/,2.0.12,30000,plugins/zip/70/betterdocs/betterdocs.zip
"PS Disable Auto Formatting",ps-disable-auto-formatting,http://www.web-strategy.jp/wp_plugin/ps_disable_auto_formatting/,1.0.10,30000,plugins/zip/65/ps-disable-auto-formatting/ps-disable-auto-formatting.zip
"Bing URL Submissions Plugin",bing-webmaster-tools,https://www.bing.com/webmaster,1.0.13,30000,plugins/zip/72/bing-webmaster-tools/bing-webmaster-tools.zip
"WP Increase Upload Filesize | Increase Maximum Execution Time",wp-maximum-upload-file-size,https://wordpress.org/plugins/wp-maximum-upload-file-size/,1.0.8,30000,plugins/zip/62/wp-maximum-upload-file-size/wp-maximum-upload-file-size.zip
"Metronet Tag Manager",metronet-tag-manager,https://wordpress.org/plugins/metronet-profile-picture/,1.5.4,30000,plugins/zip/12/metronet-tag-manager/metronet-tag-manager.zip
"Catch Infinite Scroll",catch-infinite-scroll,http://catchplugins.com/plugins/catch-infinite-scroll,2.0.3,30000,plugins/zip/1/catch-infinite-scroll/catch-infinite-scroll.zip
"TeraWallet &#8211; For WooCommerce",woo-wallet,https://wordpress.org/plugins/woo-wallet/,1.3.24,30000,plugins/zip/32/woo-wallet/woo-wallet.zip
"Simple Download Monitor",simple-download-monitor,https://simple-download-monitor.com/,3.9.13,30000,plugins/zip/84/simple-download-monitor/simple-download-monitor.zip
"Under Construction / Maintenance Mode from Acurax",coming-soon-maintenance-mode-from-acurax,http://www.acurax.com/products/under-construction-maintenance-mode-wordpress-plugin,2.6,30000,plugins/zip/71/coming-soon-maintenance-mode-from-acurax/coming-soon-maintenance-mode-from-acurax.zip
"Simple Like Page Plugin",simple-facebook-plugin,http://plugins.topdevs.net/simple-like-page-plugin,1.5.1,30000,plugins/zip/59/simple-facebook-plugin/simple-facebook-plugin.zip
"Raw HTML",raw-html,http://w-shadow.com/blog/2007/12/13/raw-html-in-wordpress/,1.6.3,30000,plugins/zip/21/raw-html/raw-html.zip
"Breadcrumb Trail",breadcrumb-trail,https://themehybrid.com/plugins/breadcrumb-trail,1.1.0,30000,plugins/zip/1/breadcrumb-trail/breadcrumb-trail.zip
"Simple Map",simple-map,https://github.com/miya0001/simple-map,4.9.0,30000,plugins/zip/81/simple-map/simple-map.zip
"My Private Site",jonradio-private-site,http://zatzlabs.com/plugins/,3.0.6,30000,plugins/zip/25/jonradio-private-site/jonradio-private-site.zip
"Protect WP Admin",protect-wp-admin,https://www.wp-experts.in/,3.7,30000,plugins/zip/63/protect-wp-admin/protect-wp-admin.zip
"Date Picker by Input WP &#8211; Sync bookings with external Calendars (.ics)",date-time-picker-field,https://cmoreira.net/date-and-time-picker-for-wordpress/,2.1,30000,plugins/zip/89/date-time-picker-field/date-time-picker-field.zip
"wpForo Forum",wpforo,https://wpforo.com,1.9.9.1,30000,plugins/zip/4/wpforo/wpforo.zip
"Easy Custom Sidebars",easy-custom-sidebars,https://wordpress.org/plugins/easy-custom-sidebars/,2.0.1,30000,plugins/zip/62/easy-custom-sidebars/easy-custom-sidebars.zip
"WP Call Button &#8211; Easy Click to Call Button for WordPress",wp-call-button,https://www.wpbeginner.com/,1.3.0,30000,plugins/zip/23/wp-call-button/wp-call-button.zip
"Shortcode Widget",shortcode-widget,https://wordpress.org/plugins/shortcode-widget/,1.5.3,30000,plugins/zip/74/shortcode-widget/shortcode-widget.zip
"AccessPress Social Icons",accesspress-social-icons,https://accesspressthemes.com/wordpress-plugins/accesspress-social-icons/,1.8.4,30000,plugins/zip/89/accesspress-social-icons/accesspress-social-icons.zip
"Disable Real MIME Check",disable-real-mime-check,https://core.trac.wordpress.org/ticket/39550,1.0,30000,plugins/zip/50/disable-real-mime-check/disable-real-mime-check.zip
"Bulk Page Creator",bulk-page-creator,https://solid-code.co.uk/,1.1.3,30000,plugins/zip/51/bulk-page-creator/bulk-page-creator.zip
"Visual Footer Credit Remover",visual-footer-credit-remover,https://upwerd.com/visual-footer-credit-remover,1.2,30000,plugins/zip/52/visual-footer-credit-remover/visual-footer-credit-remover.zip
"Social Icons",social-icons,https://themegrill.com/plugins/social-icons/,1.7.4,30000,plugins/zip/45/social-icons/social-icons.zip
"Exclusive Addons for Elementor",exclusive-addons-for-elementor,https://exclusiveaddons.com/,2.5.4,30000,plugins/zip/10/exclusive-addons-for-elementor/exclusive-addons-for-elementor.zip
"All-in-one Floating Contact Form, Call, Chat, and 50+ Social Icon Tabs  &#8211; My Sticky Elements",mystickyelements,https://premio.io/,2.0.4,30000,plugins/zip/24/mystickyelements/mystickyelements.zip
"WP Updates Notifier",wp-updates-notifier,https://github.com/l3rady/wp-updates-notifier,1.6.0,30000,plugins/zip/72/wp-updates-notifier/wp-updates-notifier.zip
"Metricool",metricool,https://metricool.com/,1.13,30000,plugins/zip/84/metricool/metricool.zip
"Hide login page, Hide wp admin &#8211; stop attack on login page",hide-login-page,https://wordpress.org/plugins/hide-login-page/,1.1.5,30000,plugins/zip/78/hide-login-page/hide-login-page.zip
"Media Library Categories",wp-media-library-categories,https://wordpress.org/plugins/wp-media-library-categories/,1.9.9,30000,plugins/zip/75/wp-media-library-categories/wp-media-library-categories.zip
"WP User Frontend &#8211; Membership, Profile, Registration &amp; Post Submission Plugin for WordPress",wp-user-frontend,https://wordpress.org/plugins/wp-user-frontend/,3.5.27,30000,plugins/zip/14/wp-user-frontend/wp-user-frontend.zip
"Genesis Simple Sidebars",genesis-simple-sidebars,https://github.com/studiopress/genesis-simple-sidebars,2.2.2,30000,plugins/zip/22/genesis-simple-sidebars/genesis-simple-sidebars.zip
"Webriti Companion",webriti-companion,,1.8.6,30000,plugins/zip/63/webriti-companion/webriti-companion.zip
"WP Limit Login Attempts",wp-limit-login-attempts,https://ciphercoin.com/,2.6.4,30000,plugins/zip/15/wp-limit-login-attempts/wp-limit-login-attempts.zip
"Easy Testimonials",easy-testimonials,https://goldplugins.com/our-plugins/easy-testimonials-details/,3.8,30000,plugins/zip/21/easy-testimonials/easy-testimonials.zip
"Easy Accordion &#8211; Best Accordion FAQ Plugin for WordPress",easy-accordion-free,https://shapedplugin.com/plugin/easy-accordion-pro/?ref=1,2.1.10,30000,plugins/zip/37/easy-accordion-free/easy-accordion-free.zip
"Skins for Contact Form 7",contact-form-7-skins,http://cf7skins.com,2.5.2,30000,plugins/zip/24/contact-form-7-skins/contact-form-7-skins.zip
"Code Embed",simple-embed-code,https://wordpress.org/plugins/simple-embed-code/,2.3.4,30000,plugins/zip/15/simple-embed-code/simple-embed-code.zip
"Granular Controls For Elementor",granular-controls-for-elementor,https://github.com/norewp/granular-controls-elementor,1.0.5,30000,plugins/zip/38/granular-controls-for-elementor/granular-controls-for-elementor.zip
"Yandex Metrica",yandex-metrica,https://github.com/mustafauysal/yandex-metrica,1.9.2,30000,plugins/zip/37/yandex-metrica/yandex-metrica.zip
"Accept Donations with PayPal",easy-paypal-donation,https://wpplugin.org/downloads/paypal-donation-pro/,1.3.4,30000,plugins/zip/56/easy-paypal-donation/easy-paypal-donation.zip
"Futurio Extra",futurio-extra,https://futuriowp.com/,1.6.3,30000,plugins/zip/77/futurio-extra/futurio-extra.zip
"Top 10  &#8211; Popular posts plugin for WordPress",top-10,https://webberzone.com/plugins/top-10/,3.1.0,30000,plugins/zip/3/top-10/top-10.zip
"RaraTheme Companion",raratheme-companion,https://wordpress.org/plugins/raratheme-companion,1.3.9,30000,plugins/zip/36/raratheme-companion/raratheme-companion.zip
"Advanced Cron Manager &#8211; debug &amp; control",advanced-cron-manager,,2.4.2,30000,plugins/zip/63/advanced-cron-manager/advanced-cron-manager.zip
"WP Notification Bars",wp-notification-bars,https://mythemeshop.com/plugins/wp-notification-bars/,1.0.12,30000,plugins/zip/88/wp-notification-bars/wp-notification-bars.zip
"Protect uploads",protect-uploads,https://www.alticreation.com/en/protect-uploads/,0.3,30000,plugins/zip/59/protect-uploads/protect-uploads.zip
"Unique Headers",unique-headers,https://geek.hellyer.kiwi/plugins/unique-headers/,1.8.1,30000,plugins/zip/52/unique-headers/unique-headers.zip
"Pixabay Images",pixabay-images,https://pixabay.com/blog/posts/p-136/,3.4,30000,plugins/zip/3/pixabay-images/pixabay-images.zip
"10WebSocial",wd-facebook-feed,https://10web.io/plugins/wordpress-facebook-feed/?utm_source=facebook_feed&utm_medium=free_plugin,1.2.7,30000,plugins/zip/17/wd-facebook-feed/wd-facebook-feed.zip
"Theme Authenticity Checker (TAC)",tac,http://builtbackwards.com/projects/tac/,1.5.3,30000,plugins/zip/12/tac/tac.zip
"Lockdown WP Admin",lockdown-wp-admin,http://seanfisher.co/lockdown-wp-admin/,2.3.2,30000,plugins/zip/85/lockdown-wp-admin/lockdown-wp-admin.zip
"JetSticky For Elementor",jetsticky-for-elementor,,1.0.3,30000,plugins/zip/83/jetsticky-for-elementor/jetsticky-for-elementor.zip
"Lingotek Translation",lingotek-translation,http://lingotek.com/wordpress#utm_source=wpadmin&utm_medium=plugin&utm_campaign=wplingotektranslationplugin,1.5.3,30000,plugins/zip/24/lingotek-translation/lingotek-translation.zip
"Flash Toolkit",flash-toolkit,http://themegrill.com/theme/flash,1.2.3,30000,plugins/zip/11/flash-toolkit/flash-toolkit.zip
"Leverage Browser Caching",leverage-browser-caching,,2.1,30000,plugins/zip/75/leverage-browser-caching/leverage-browser-caching.zip
"WooCommerce Sequential Order Numbers",woocommerce-sequential-order-numbers,http://www.skyverge.com/blog/woocommerce-sequential-order-numbers/,1.9.6,30000,plugins/zip/75/woocommerce-sequential-order-numbers/woocommerce-sequential-order-numbers.zip
"WCFM Membership &#8211; WooCommerce Memberships for Multivendor Marketplace",wc-multivendor-membership,https://wclovers.com/product/woocommerce-multivendor-membership,2.10.4,30000,plugins/zip/70/wc-multivendor-membership/wc-multivendor-membership.zip
"Tabs",tabs-responsive,https://www.wpshopmart.com/plugins/,2.2.6,30000,plugins/zip/85/tabs-responsive/tabs-responsive.zip
"Ultimate Addons for Beaver Builder &#8211; Lite",ultimate-addons-for-beaver-builder-lite,http://www.ultimatebeaver.com/,1.5.4,30000,plugins/zip/10/ultimate-addons-for-beaver-builder-lite/ultimate-addons-for-beaver-builder-lite.zip
"Zapier for WordPress",zapier,,1.0.4,30000,plugins/zip/23/zapier/zapier.zip
"GDPR Compliance &amp; Cookie Consent",gdpr-compliance-cookie-consent,https://stylemixthemes.com/gdpr/,1.2,30000,plugins/zip/31/gdpr-compliance-cookie-consent/gdpr-compliance-cookie-consent.zip
"AccessPress Social Share",accesspress-social-share,https://accesspressthemes.com/wordpress-plugins/accesspress-social-share/,4.5.6,30000,plugins/zip/1/accesspress-social-share/accesspress-social-share.zip
"Simply Static",simply-static,https://patrickposner.dev,2.1.5.7,30000,plugins/zip/70/simply-static/simply-static.zip
"HTML Page Sitemap",html-sitemap,http://www.pluginspodcast.com/plugins/html-page-sitemap/,1.3.3,30000,plugins/zip/12/html-sitemap/html-sitemap.zip
"User Access Manager",user-access-manager,https://wordpress.org/plugins/user-access-manager/,2.2.16,30000,plugins/zip/80/user-access-manager/user-access-manager.zip
"LearnPress &#8211; Course Wishlist",learnpress-wishlist,http://thimpress.com/learnpress,4.0.1,30000,plugins/zip/35/learnpress-wishlist/learnpress-wishlist.zip
"Genesis Connect for WooCommerce",genesis-connect-woocommerce,https://wordpress.org/plugins/genesis-connect-woocommerce/,1.1.1,30000,plugins/zip/18/genesis-connect-woocommerce/genesis-connect-woocommerce.zip
"Multi Device Switcher",multi-device-switcher,https://github.com/thingsym/multi-device-switcher,1.8.3,30000,plugins/zip/10/multi-device-switcher/multi-device-switcher.zip
"Additional Variation Images Gallery for WooCommerce",woo-variation-gallery,https://wordpress.org/plugins/woo-variation-gallery/,1.3.1,30000,plugins/zip/3/woo-variation-gallery/woo-variation-gallery.zip
"Child Theme Creator by Orbisius",orbisius-child-theme-creator,https://orbisius.com/products/wordpress-plugins/orbisius-child-theme-creator/,1.5.2,30000,plugins/zip/44/orbisius-child-theme-creator/orbisius-child-theme-creator.zip
"Pz-LinkCard",pz-linkcard,http://poporon.poponet.jp/pz-linkcard,2.4.4.4,30000,plugins/zip/76/pz-linkcard/pz-linkcard.zip
"WP Popups &#8211; WordPress Popup builder",wp-popups-lite,https://wppopups.com,2.1.4.5,30000,plugins/zip/51/wp-popups-lite/wp-popups-lite.zip
"WordPress Force HTTPS",wp-force-https,https://github.com/phikai/wordpress-force-https,0.1.4,30000,plugins/zip/50/wp-force-https/wp-force-https.zip
"The Post Grid",the-post-grid,http://demo.radiustheme.com/wordpress/plugins/the-post-grid/,3.1.4,30000,plugins/zip/27/the-post-grid/the-post-grid.zip
"SSL Zen &#8211; Free SSL Certificate &amp; HTTPS Redirect for WordPress",ssl-zen,https://sslzen.com,4.0.4,30000,plugins/zip/68/ssl-zen/ssl-zen.zip
"Astra Hooks",astra-hooks,https://wpastra.com/,1.0.2,30000,plugins/zip/30/astra-hooks/astra-hooks.zip
"Livemesh SiteOrigin Widgets",livemesh-siteorigin-widgets,https://livemeshwp.com/siteorigin-widgets,2.8.3,30000,plugins/zip/34/livemesh-siteorigin-widgets/livemesh-siteorigin-widgets.zip
"Backup Migration",backup-backup,https://backupbliss.com,1.2.0,30000,plugins/zip/73/backup-backup/backup-backup.zip
"Orphans",sierotki,http://iworks.pl/2011/02/16/sierotki/,2.9.11,30000,plugins/zip/75/sierotki/sierotki.zip
"Blackhole for Bad Bots",blackhole-bad-bots,https://perishablepress.com/blackhole-bad-bots/,3.3.2,30000,plugins/zip/9/blackhole-bad-bots/blackhole-bad-bots.zip
"Head and Footer Scripts Inserter",header-and-footer-scripts-inserter,https://github.com/ArthurGareginyan/header-and-footer-scripts-inserter,4.52,30000,plugins/zip/85/header-and-footer-scripts-inserter/header-and-footer-scripts-inserter.zip
"Postmark for WordPress",postmark-approved-wordpress-plugin,https://postmarkapp.com/,1.15.6,30000,plugins/zip/30/postmark-approved-wordpress-plugin/postmark-approved-wordpress-plugin.zip
"WP Custom Admin Interface",wp-custom-admin-interface,https://www.northernbeacheswebsites.com.au,7.27,30000,plugins/zip/46/wp-custom-admin-interface/wp-custom-admin-interface.zip
"Product Filter by WooBeWoo",woo-product-filter,https://woobewoo.com/product/woocommerce-filter/,2.1.0,30000,plugins/zip/6/woo-product-filter/woo-product-filter.zip
"Insert Html Snippet",insert-html-snippet,http://xyzscripts.com/wordpress-plugins/insert-html-snippet/,1.3.3,30000,plugins/zip/62/insert-html-snippet/insert-html-snippet.zip
"Ultimate TinyMCE",ultimate-tinymce,http://www.plugins.joshlobe.com/,5.7,30000,plugins/zip/31/ultimate-tinymce/ultimate-tinymce.zip
"Seriously Simple Podcasting",seriously-simple-podcasting,https://castos.com/seriously-simple-podcasting/?utm_medium=sspodcasting&utm_source=wordpress&utm_campaign=wpplugin_08_2019,2.12.0,30000,plugins/zip/82/seriously-simple-podcasting/seriously-simple-podcasting.zip
"Use Google Libraries",use-google-libraries,http://jasonpenney.net/wordpress-plugins/use-google-libraries/,1.6.2.3,30000,plugins/zip/50/use-google-libraries/use-google-libraries.zip
"OG — Better Share on Social Media",og,http://iworks.pl/en/plugins/og/,3.1.2,30000,plugins/zip/71/og/og.zip
"PayPal Plus for WooCommerce",woo-paypalplus,,2.2.1,30000,plugins/zip/63/woo-paypalplus/woo-paypalplus.zip
"WP Responsive Recent Post Slider/Carousel",wp-responsive-recent-post-slider,https://www.essentialplugin.com/wordpress-plugin/wp-responsive-recent-post-slider/,3.0.8,30000,plugins/zip/11/wp-responsive-recent-post-slider/wp-responsive-recent-post-slider.zip
"Flexible Elementor Panel",flexible-elementor-panel,https://wordpress.org/plugins/flexible-elementor-panel/,2.3.7,30000,plugins/zip/3/flexible-elementor-panel/flexible-elementor-panel.zip
"Email Templates",email-templates,http://wordpress.org/plugins/email-templates,1.3.2.1,30000,plugins/zip/17/email-templates/email-templates.zip
"No Self Pings",no-self-ping,https://wordpress.org/plugins/no-self-ping/,1.1.5,30000,plugins/zip/20/no-self-ping/no-self-ping.zip
"WP YouTube Lyte",wp-youtube-lyte,http://blog.futtta.be/wp-youtube-lyte/,1.7.19,30000,plugins/zip/81/wp-youtube-lyte/wp-youtube-lyte.zip
".html on PAGES",html-on-pages,http://www.introsites.co.uk/33~html-wordpress-permalink-on-pages-plugin.html,1.1,30000,plugins/zip/88/html-on-pages/html-on-pages.zip
"Video Gallery &#8211; YouTube Playlist, Channel Gallery by YotuWP",yotuwp-easy-youtube-embed,https://www.yotuwp.com/,1.3.4.5,30000,plugins/zip/38/yotuwp-easy-youtube-embed/yotuwp-easy-youtube-embed.zip
"Data Tables Generator by Supsystic",data-tables-generator-by-supsystic,http://supsystic.com,1.10.14,30000,plugins/zip/3/data-tables-generator-by-supsystic/data-tables-generator-by-supsystic.zip
"Twenty20 Image Before-After",twenty20,https://wordpress.org/plugins/twenty20/,1.5.8,30000,plugins/zip/64/twenty20/twenty20.zip
"Dynamic Visibility for Elementor",dynamic-visibility-for-elementor,https://www.dynamic.ooo/widget/dynamic-visibility/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,4.1.2,30000,plugins/zip/41/dynamic-visibility-for-elementor/dynamic-visibility-for-elementor.zip
"Meks Smart Author Widget",meks-smart-author-widget,https://mekshq.com,1.1.3,30000,plugins/zip/14/meks-smart-author-widget/meks-smart-author-widget.zip
"Markup (JSON-LD) structured in schema.org",wp-structuring-markup,https://github.com/miiitaka/wp-structuring-markup,4.8.1,30000,plugins/zip/76/wp-structuring-markup/wp-structuring-markup.zip
"WooCommerce Extended Coupon Features FREE",woocommerce-auto-added-coupons,http://www.soft79.nl,3.2.8,30000,plugins/zip/72/woocommerce-auto-added-coupons/woocommerce-auto-added-coupons.zip
"Central Color Palette",kt-tinymce-color-grid,https://wordpress.org/plugins/kt-tinymce-color-grid,1.15.5,30000,plugins/zip/64/kt-tinymce-color-grid/kt-tinymce-color-grid.zip
"Crisp &#8211; Live Chat and Chatbot",crisp,http://wordpress.org/plugins/crisp/,0.34,30000,plugins/zip/71/crisp/crisp.zip
"Video Conferencing with Zoom",video-conferencing-with-zoom-api,https://wordpress.org/plugins/video-conferencing-with-zoom-api/,3.9.0,30000,plugins/zip/18/video-conferencing-with-zoom-api/video-conferencing-with-zoom-api.zip
"TS Webfonts for さくらのレンタルサーバ",ts-webfonts-for-sakura,https://help.sakura.ad.jp/360000210142/,3.1.0,30000,plugins/zip/44/ts-webfonts-for-sakura/ts-webfonts-for-sakura.zip
"Braintree for WooCommerce Payment Gateway",woocommerce-gateway-paypal-powered-by-braintree,https://docs.woocommerce.com/document/woocommerce-gateway-paypal-powered-by-braintree/,2.6.4,30000,plugins/zip/39/woocommerce-gateway-paypal-powered-by-braintree/woocommerce-gateway-paypal-powered-by-braintree.zip
"Abandoned Cart Lite for WooCommerce",woocommerce-abandoned-cart,http://www.tychesoftwares.com/store/premium-plugins/woocommerce-abandoned-cart-pro,5.12.0,30000,plugins/zip/30/woocommerce-abandoned-cart/woocommerce-abandoned-cart.zip
"Saphali Woocommerce Russian",saphali-woocommerce-lite,http://saphali.com/saphali-woocommerce-plugin-wordpress,1.8.13,30000,plugins/zip/38/saphali-woocommerce-lite/saphali-woocommerce-lite.zip
"Accordion",accordions,https://www.pickplugins.com/item/accordions-html-css3-responsive-accordion-grid-for-wordpress/?ref=dashboard,2.2.37,30000,plugins/zip/44/accordions/accordions.zip
"Filester &#8211; File Manager Pro",filester,https://ninjateam.org/filester,1.7.4,30000,plugins/zip/72/filester/filester.zip
"Meks Flexible Shortcodes",meks-flexible-shortcodes,http://mekshq.com,1.3.3,30000,plugins/zip/11/meks-flexible-shortcodes/meks-flexible-shortcodes.zip
"Export All URLs",export-all-urls,https://AtlasGondal.com/,4.3,30000,plugins/zip/47/export-all-urls/export-all-urls.zip
"Themify &#8211; WooCommerce Product Filter",themify-wc-product-filter,https://themify.me/themify-product-filter,1.3.7,30000,plugins/zip/77/themify-wc-product-filter/themify-wc-product-filter.zip
"WP Offload SES Lite",wp-ses,,1.4.6,30000,plugins/zip/18/wp-ses/wp-ses.zip
"WooCommerce Grid / List toggle",woocommerce-grid-list-toggle,,1.2.1,30000,plugins/zip/63/woocommerce-grid-list-toggle/woocommerce-grid-list-toggle.zip
